id,fecha,centro_atencion_turistica,barrio,comuna,pasajeros,pais_residencia_si_extranjero,otro_pais_residencia_si_extranjero,provincia_residencia_si_argentino,pernoctaciones,medio_transporte_llegada,alojamiento,otro_alojamiento,barrio,otro_barrio,primera_vez,motivo_viaje,otro_motivo_viaje,motivo_consulta,otro_motivo_consulta
502,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,agencias,
503,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Perú,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
504,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
505,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
506,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
507,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Bolivia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
508,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
509,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,agencias,
510,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
511,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
512,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
513,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,Mendoza,4,Avión,Hotel,,San Nicolás,,No,,,Bus Mapas Orientacion arte_arquitectura atractivos visitas,
514,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,5,Italia,,,4,Avión,Vivienda de familia o amigos,,Montserrat,,No,,,Bus Mapas Orientacion,
515,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Chubut,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion salud,
516,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
517,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
518,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
519,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
520,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
521,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,5,Avión,Hotel,,Retiro,,Sí,,,Mapas Orientacion apps,
522,2017-01-03,caminito2,BOCA,COMUNA 4,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube bancos,
523,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
524,2017-01-03,caminito2,BOCA,COMUNA 4,3,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
525,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion alrededores,
526,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,5,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion barrios parques que_hacer,
527,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas Orientacion barrios que_hacer,
528,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
529,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas visitas,
530,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,compras,
531,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion que_hacer,
532,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
533,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
534,2017-01-03,caminito2,BOCA,COMUNA 4,2,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
535,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
536,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion museos,
537,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Italia,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion visitas,
538,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Francia,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
539,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,1,No especifica,,,,,No especifica,No especifica,,Mapas atractivos barrios museos,
540,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Italia,,,3,Avión,Hotel,,San Telmo,,Sí,,,Mapas Orientacion barrios parques,
541,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
542,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Colombia,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion compras gastro instalaciones,
543,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Venezuela,,,5,No especifica,,,,,No especifica,No especifica,,museos instalaciones,
544,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Orientacion bancos,
545,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
546,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
547,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
548,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion atractivos que_hacer,
549,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas Orientacion,
550,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
551,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
552,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
553,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
554,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Santa Fe,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
555,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,Venezuela,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
556,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,4,Colombia,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion apps bicicletas surf,
557,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
558,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
559,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
560,2017-01-03,caminito2,BOCA,COMUNA 4,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
561,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Paraguay,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
562,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
563,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Orientacion gastro,
564,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Venezuela,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
565,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
566,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
567,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
568,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Perú,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
569,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
570,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Estados Unidos,,,3,Avión,Hotel,,Retiro,,Sí,,,Orientacion,
571,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion museos,
572,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion barrios,
573,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
574,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
575,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion sube que_hacer,
576,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
577,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
578,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,4,Brasil,,,3,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion,
579,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
580,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion barrios bancos,
581,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
582,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
583,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas,
584,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas,
585,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion alrededores,
586,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Chile,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube que_hacer,
587,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Perú,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion apps gastro instalaciones,
588,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
589,2017-01-03,aeroparque2,PALERMO,COMUNA 14,1,España,,,5,Avión,Hotel,,Montserrat,,Sí,,,Mapas Orientacion sube,
590,2017-01-03,aeroparque2,PALERMO,COMUNA 14,2,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube,
591,2017-01-03,aeroparque2,PALERMO,COMUNA 14,1,,,Misiones,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
592,2017-01-03,aeroparque2,PALERMO,COMUNA 14,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
593,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
594,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion barrios compras gastro,
595,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
596,2017-01-03,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
597,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Perú,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
598,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion bancos,
599,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
600,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,4,Brasil,,,5,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion alojamiento,
601,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
602,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
603,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion barrios parques,
604,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Bus,
605,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
606,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
607,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion atractivos,
608,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
609,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Costa Rica,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion gastro,
610,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,Mendoza,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
611,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,1,No especifica,,,,,No especifica,No especifica,,Mapas atractivos museos,
612,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
613,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
614,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,agencias,
615,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
616,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
617,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
618,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
619,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
620,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube,
621,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
622,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
623,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,5,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
624,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,España,,,2,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion museos,
625,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
626,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion bancos,
627,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos,
628,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
629,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
630,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion bancos,
631,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion agenda_cultural eventos,
632,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
633,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Turquía,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
634,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Estados Unidos,,,2,No especifica,,,,,No especifica,No especifica,,Bus,
635,2017-01-03,recoleta2,RECOLETA,COMUNA 2,3,Brasil,,,2,No especifica,,,,,No especifica,No especifica,,Mapas,
636,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,4,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas atractivos museos,
637,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
638,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion museos,
639,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion apps atractivos barrios,
640,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
641,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion bancos,
642,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
643,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
644,2017-01-03,recoleta2,RECOLETA,COMUNA 2,3,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
645,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas sube bicicletas,
646,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
647,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion barrios,
648,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Alemania,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios que_hacer visitas,
649,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
650,2017-01-03,caminito2,BOCA,COMUNA 4,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube,
651,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Polonia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion sube,
652,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion bancos,
653,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
654,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
655,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Colombia,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
656,2017-01-03,retiro,RETIRO,COMUNA 1,2,Francia,,,4,No especifica,,,,,No especifica,No especifica,,Orientacion,
657,2017-01-03,retiro,RETIRO,COMUNA 1,4,Israel,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion info_uru instalaciones,
658,2017-01-03,retiro,RETIRO,COMUNA 1,4,,,La Rioja,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
659,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
660,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Otro país de residencia si es extranjero,Finlandia,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos que_hacer visitas,
661,2017-01-03,caminito2,BOCA,COMUNA 4,1,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube,
662,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
663,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,7,,,Salta,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
664,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
665,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas bancos,
666,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios que_hacer visitas,
667,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas Orientacion alojamiento atractivos barrios que_hacer visitas,
668,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos,
669,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
670,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
